Date ,Route Name,Route Name (English),Station Name,Station Name (English),Boarding Passengers,Leaving Passengers,Recorded Date,,,Route Name,Route Name (English),,Station Name,Station Name (English)
20251228,경원선,Gyeongwon Line,망월사,Mangwolsa,5016,5091,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,회룡,Hoeryong,8505,8423,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,의정부,Uijeongbu,15084,14849,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,녹양,Nogyang,2845,2706,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,양주,Yangju,5198,5107,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,덕계,Deokgye,3957,3738,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,덕정,Deokjeong,3758,3877,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,지행,Jihaeng,4633,4812,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,동두천중앙,Dongducheon Jungang,2065,1946,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,보산,Bosan,1096,1474,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,동두천,Dongducheon,1021,1151,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,소요산,Soyosan,2259,2268,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,청산,Cheongsan,151,122,20251231,,,,,,,
20251228,경원선,Gyeongwon Line,전곡,Jeongok,1159,1154,20251231,,,,,,,
20251228,7호선,Line 7,공릉(서울과학기술대),Gongneung (SeoulTech),7500,7402,20251231,,,,,,,
20251228,7호선,Line 7,태릉입구,Taereung Entrance,5318,5159,20251231,,,,,,,
20251228,7호선,Line 7,먹골,Meokgol,6155,6092,20251231,,,,,,,
20251228,7호선,Line 7,중화,Junghwa,6503,6322,20251231,,,,,,,
20251228,7호선,Line 7,상봉,Sangbong,11095,10206,20251231,,,,,,,
20251228,7호선,Line 7,면목,Myeonmok,8528,8291,20251231,,,,,,,
20251228,7호선,Line 7,사가정,Sagajeong,9612,9363,20251231,,,,,,,
20251228,7호선,Line 7,용마산(용마폭포공원),Yongmasan (Yongma Falls Park),3421,3703,20251231,,,,,,,
20251228,7호선,Line 7,중곡,Junggok,6146,6037,20251231,,,,,,,
20251228,7호선,Line 7,군자(능동),Gunja (Neungdong),9601,7401,20251231,,,,,,,
20251228,7호선,Line 7,어린이대공원(세종대),Children’s Grand Park (Sejong Univ.),9607,9570,20251231,,,,,,,
20251228,7호선,Line 7,건대입구,Konkuk Univ,9105,9790,20251231,,,,,,,
20251228,7호선,Line 7,자양(뚝섬한강공원),Jayang (Ttukseom Hangang Park),5726,5559,20251231,,,,,,,
20251228,7호선,Line 7,청담,Cheongdam,7367,8059,20251231,,,,,,,
20251228,7호선,Line 7,강남구청,Gangnam-gu Office,6342,6961,20251231,,,,,,,
20251228,7호선,Line 7,학동,Hakdong,7794,8078,20251231,,,,,,,
20251228,7호선,Line 7,논현,Nonhyeon,7003,7371,20251231,,,,,,,
20251228,7호선,Line 7,반포,Banpo,3863,3825,20251231,,,,,,,
20251228,7호선,Line 7,고속터미널,Express Bus Terminal,16390,11610,20251231,,,,,,,
20251228,7호선,Line 7,내방,Naebang,6351,6632,20251231,,,,,,,
20251228,7호선,Line 7,이수,Isu,10115,9496,20251231,,,,,,,
20251228,7호선,Line 7,남성,Namseong,6288,6295,20251231,,,,,,,
20251228,1호선,Line 1,서울역,Seoul Station,56527,54415,20251231,,,,,,,
20251228,1호선,Line 1,시청,City Hall,15388,15747,20251231,,,,,,,
20251228,1호선,Line 1,종각,Jonggak,22531,18919,20251231,,,,,,,
20251228,1호선,Line 1,종로3가,Jongno 3(sam)-ga,18945,16252,20251231,,,,,,,
20251228,1호선,Line 1,종로5가,Jongno 5(o)-ga,14094,13524,20251231,,,,,,,
20251228,1호선,Line 1,동대문,Dongdaemun,12289,12884,20251231,,,,,,,
20251228,1호선,Line 1,신설동,Sinseol-dong,9537,9613,20251231,,,,,,,
20251228,1호선,Line 1,제기동,Jegi-dong,11020,11680,20251231,,,,,,,
20251228,1호선,Line 1,청량리(서울시립대입구),Cheongnyangni (University of Seoul),17946,18051,20251231,,,,,,,
20251228,1호선,Line 1,동묘앞,Dongmyo,13164,13523,20251231,,,,,,,
20251228,2호선,Line 2,시청,City Hall,11681,9309,20251231,,,,,,,
20251228,2호선,Line 2,을지로입구,Euljiro 1(il)-ga,34954,34105,20251231,,,,,,,
20251228,2호선,Line 2,을지로3가,Euljiro 3(sam)-ga,15977,15806,20251231,,,,,,,
20251228,2호선,Line 2,을지로4가,Euljiro 4(sa)-ga,7490,7608,20251231,,,,,,,
20251228,2호선,Line 2,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),13731,16884,20251231,,,,,,,
20251228,2호선,Line 2,신당,Sindang,10153,10957,20251231,,,,,,,
20251228,2호선,Line 2,상왕십리,Sangwangsimni,8256,8224,20251231,,,,,,,
20251228,2호선,Line 2,왕십리(성동구청),Wangsimni (Seongdong-gu Office),11234,11061,20251231,,,,,,,
20251228,2호선,Line 2,한양대,Hanyang University,3237,3493,20251231,,,,,,,
20251228,2호선,Line 2,뚝섬,Ttukseom,14830,14482,20251231,,,,,,,
20251228,2호선,Line 2,성수,Seongsu,47234,50107,20251231,,,,,,,
20251228,2호선,Line 2,건대입구,Konkuk Univ,32093,32533,20251231,,,,,,,
20251228,2호선,Line 2,구의(광진구청),Guui (Gwangjin-gu Office),16713,16797,20251231,,,,,,,
20251228,2호선,Line 2,강변(동서울터미널),Gangbyeon (East Seoul Bus Terminal),22808,21989,20251231,,,,,,,
20251228,2호선,Line 2,잠실나루,Jamsilnaru,6103,6255,20251231,,,,,,,
20251228,2호선,Line 2,잠실(송파구청),Jamsil (Songpa-gu Office),68611,64014,20251231,,,,,,,
20251228,2호선,Line 2,잠실새내,Jamsilsaenae,14278,14305,20251231,,,,,,,
20251228,2호선,Line 2,종합운동장,Sports Complex,9288,10751,20251231,,,,,,,
20251228,2호선,Line 2,삼성(무역센터),Samseong (World Trade Center),38751,33099,20251231,,,,,,,
20251228,2호선,Line 2,선릉,Seolleung,17443,14752,20251231,,,,,,,
20251228,2호선,Line 2,역삼,Yeoksam,13903,14937,20251231,,,,,,,
20251228,2호선,Line 2,강남,Gangnam,38361,37865,20251231,,,,,,,
20251228,2호선,Line 2,교대(법원.검찰청),Seoul Nat'l Univ. of Education,10856,13368,20251231,,,,,,,
20251228,2호선,Line 2,서초,Seocho,15709,14441,20251231,,,,,,,
20251228,2호선,Line 2,방배,Bangbae,7814,7820,20251231,,,,,,,
20251228,2호선,Line 2,사당,Sadang,29498,31548,20251231,,,,,,,
20251228,2호선,Line 2,낙성대(강감찬),Nakseongdae (Gang Gam-chan),16801,17413,20251231,,,,,,,
20251228,2호선,Line 2,서울대입구(관악구청),Seoul Nat'l Univ. (Gwanak-gu Office),28040,27889,20251231,,,,,,,
20251228,2호선,Line 2,봉천,Bongcheon,14410,14046,20251231,,,,,,,
20251228,2호선,Line 2,신림,Sillim,37658,37211,20251231,,,,,,,
20251228,2호선,Line 2,신대방,Sindaebang,16766,16129,20251231,,,,,,,
20251228,2호선,Line 2,구로디지털단지,Guro Digital Complex,28779,27655,20251231,,,,,,,
20251228,2호선,Line 2,대림(구로구청),Daerim (Guro-gu Office),18617,19074,20251231,,,,,,,
20251228,2호선,Line 2,신도림,Sindorim,30522,30037,20251231,,,,,,,
20251228,2호선,Line 2,문래,Mullae,11159,11788,20251231,,,,,,,
20251228,2호선,Line 2,영등포구청,Yeongdeungpo District Office,10721,10978,20251231,,,,,,,
20251228,2호선,Line 2,당산,Dangsan,9544,10141,20251231,,,,,,,
20251228,2호선,Line 2,합정,Hapjeong,26045,28015,20251231,,,,,,,
20251228,2호선,Line 2,홍대입구,Hongik University,76661,79922,20251231,,,,,,,
20251228,2호선,Line 2,신촌,Sinchon,27713,27106,20251231,,,,,,,
20251228,2호선,Line 2,이대,Ewha Womans University,11257,12217,20251231,,,,,,,
20251228,2호선,Line 2,아현,Ahyeon,6572,6308,20251231,,,,,,,
20251228,2호선,Line 2,충정로(경기대입구),Chungjeongno (Kyonggi Univ.),4714,5263,20251231,,,,,,,
20251228,2호선,Line 2,용답,Yongdap,1975,2027,20251231,,,,,,,
20251228,2호선,Line 2,신답,Sindap,936,1017,20251231,,,,,,,
20251228,2호선,Line 2,신설동,Sinseol-dong,3470,3634,20251231,,,,,,,
20251228,2호선,Line 2,도림천,Dorimcheon,556,685,20251231,,,,,,,
20251228,2호선,Line 2,양천구청,Yangcheon-gu Office,3825,3806,20251231,,,,,,,
20251228,2호선,Line 2,신정네거리,Sinjeongnegeori,5963,5981,20251231,,,,,,,
20251228,2호선,Line 2,용두(동대문구청),Yongdu (Dongdaemun-gu Office),1412,1348,20251231,,,,,,,
20251228,3호선,Line 3,지축,Jichuk,4465,4286,20251231,,,,,,,
20251228,3호선,Line 3,구파발,Gupabal,13512,13893,20251231,,,,,,,
20251228,3호선,Line 3,연신내,Yeonsinnae,24495,23174,20251231,,,,,,,
20251228,3호선,Line 3,불광,Bulgwang,11036,12059,20251231,,,,,,,
20251228,3호선,Line 3,녹번,Nokbeon,8284,7456,20251231,,,,,,,
20251228,3호선,Line 3,홍제,Hongje,11193,10652,20251231,,,,,,,
20251228,3호선,Line 3,무악재,Muakjae,2284,2340,20251231,,,,,,,
20251228,3호선,Line 3,독립문,Dongnimmun,5220,5655,20251231,,,,,,,
20251228,3호선,Line 3,경복궁(정부서울청사),Gyeongbokgung (Government Complex Seoul),18066,19195,20251231,,,,,,,
20251228,3호선,Line 3,안국,Anguk,16951,18243,20251231,,,,,,,
20251228,3호선,Line 3,종로3가,Jongno 3(sam)-ga,6358,7454,20251231,,,,,,,
20251228,3호선,Line 3,을지로3가,Euljiro 3(sam)-ga,7710,6741,20251231,,,,,,,
20251228,3호선,Line 3,충무로,Chungmuro,5,0,20251231,,,,,,,
20251228,3호선,Line 3,동대입구,Dongguk Univ,8612,9717,20251231,,,,,,,
20251228,3호선,Line 3,약수,Yaksu,7859,7616,20251231,,,,,,,
20251228,3호선,Line 3,금호,Geumho,4738,4512,20251231,,,,,,,
20251228,3호선,Line 3,옥수,Oksu,5633,5807,20251231,,,,,,,
20251228,3호선,Line 3,압구정,Apgujeong,17342,18311,20251231,,,,,,,
20251228,3호선,Line 3,신사,Sinsa,13626,13698,20251231,,,,,,,
20251228,3호선,Line 3,잠원,Jamwon,3912,3819,20251231,,,,,,,
20251228,3호선,Line 3,고속터미널,Express Bus Terminal,54636,50389,20251231,,,,,,,
20251228,3호선,Line 3,교대(법원.검찰청),Seoul Nat'l Univ. of Education,6522,3371,20251231,,,,,,,
20251228,3호선,Line 3,남부터미널(예술의전당),Nambu Bus Terminal (Seoul Arts Center),18764,18938,20251231,,,,,,,
20251228,3호선,Line 3,양재(서초구청),Yangjae (Seocho-gu Office),15715,17387,20251231,,,,,,,
20251228,3호선,Line 3,매봉,Maebong,5021,4791,20251231,,,,,,,
20251228,3호선,Line 3,도곡,Dogok,2815,2876,20251231,,,,,,,
20251228,3호선,Line 3,대치,Daechi,7507,6480,20251231,,,,,,,
20251228,3호선,Line 3,학여울,Hangnyeoul,4362,4523,20251231,,,,,,,
20251228,3호선,Line 3,대청,Daecheong,5282,5184,20251231,,,,,,,
20251228,3호선,Line 3,일원,Irwon,4670,4759,20251231,,,,,,,
20251228,3호선,Line 3,수서,Suseo,12711,12513,20251231,,,,,,,
20251228,3호선,Line 3,가락시장,Garak Market,4786,5014,20251231,,,,,,,
20251228,3호선,Line 3,경찰병원,Police Hospital,3282,3398,20251231,,,,,,,
20251228,3호선,Line 3,오금,Ogeum,3131,3066,20251231,,,,,,,
20251228,4호선,Line 4,불암산,Bulamsan,5922,5683,20251231,,,,,,,
20251228,4호선,Line 4,상계,Sanggye,11843,10939,20251231,,,,,,,
20251228,4호선,Line 4,노원,Nowon,14775,15518,20251231,,,,,,,
20251228,4호선,Line 4,창동,Chang-dong,18544,18992,20251231,,,,,,,
20251228,4호선,Line 4,쌍문,Ssangmun,18225,16463,20251231,,,,,,,
20251228,4호선,Line 4,수유(강북구청),Suyu (Gangbuk-gu Office),23331,22256,20251231,,,,,,,
20251228,4호선,Line 4,미아(서울사이버대학),Mia (Seoul Cyber University),10042,9233,20251231,,,,,,,
20251228,4호선,Line 4,미아사거리,Mia Sageori,16779,16445,20251231,,,,,,,
20251228,4호선,Line 4,길음,Gireum,11832,11577,20251231,,,,,,,
20251228,4호선,Line 4,성신여대입구(돈암),Sungshin Women’s Univ. (Donam),15473,14736,20251231,,,,,,,
20251228,4호선,Line 4,한성대입구(삼선교),Hansung Univ. (Samseongyo),8809,8733,20251231,,,,,,,
20251228,4호선,Line 4,혜화,Hyehwa,30302,31172,20251231,,,,,,,
20251228,4호선,Line 4,동대문,Dongdaemun,10219,11363,20251231,,,,,,,
20251228,4호선,Line 4,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),17751,15244,20251231,,,,,,,
20251228,4호선,Line 4,충무로,Chungmuro,14323,15331,20251231,,,,,,,
20251228,4호선,Line 4,명동,Myeong-dong,37500,41175,20251231,,,,,,,
20251228,4호선,Line 4,회현(남대문시장),Hoehyeon (Namdaemun Market),14730,15805,20251231,,,,,,,
20251228,4호선,Line 4,서울역,Seoul Station,6467,18814,20251231,,,,,,,
20251228,4호선,Line 4,숙대입구(갈월),Sookmyung Women’s Univ. (Galwol),10624,10332,20251231,,,,,,,
20251228,4호선,Line 4,삼각지(전쟁기념관),Samgakji (War Memorial of Korea),5754,7155,20251231,,,,,,,
20251228,4호선,Line 4,신용산,Sinyongsan,15759,16515,20251231,,,,,,,
20251228,4호선,Line 4,이촌(국립중앙박물관),Ichon (National Museum of Korea),9756,10168,20251231,,,,,,,
20251228,4호선,Line 4,동작(현충원),Dongjak (National Cemetery),953,1055,20251231,,,,,,,
20251228,4호선,Line 4,총신대입구(이수),Chongshin Univ. (Isu),12247,13459,20251231,,,,,,,
20251228,4호선,Line 4,사당,Sadang,18414,17884,20251231,,,,,,,
20251228,4호선,Line 4,남태령,Namtaeryeong,835,584,20251231,,,,,,,
20251228,5호선,Line 5,방화,Banghwa,4127,4181,20251231,,,,,,,
20251228,5호선,Line 5,개화산,Gaehwasan,3483,3549,20251231,,,,,,,
20251228,5호선,Line 5,김포공항,Gimpo International Airport,12414,7547,20251231,,,,,,,
20251228,5호선,Line 5,송정,Songjeong,4157,4075,20251231,,,,,,,
20251228,5호선,Line 5,마곡,Magok,6869,6985,20251231,,,,,,,
20251228,5호선,Line 5,발산,Balsan,13089,13522,20251231,,,,,,,
20251228,5호선,Line 5,우장산,Ujangsan,8357,8579,20251231,,,,,,,
20251228,5호선,Line 5,화곡,Hwagok,16599,15736,20251231,,,,,,,
20251228,5호선,Line 5,까치산,Kkachisan,17084,16617,20251231,,,,,,,
20251228,5호선,Line 5,신정(은행정),Sinjeong (Bank Area),7515,6827,20251231,,,,,,,
20251228,5호선,Line 5,목동,Mok-dong,8630,8933,20251231,,,,,,,
20251228,5호선,Line 5,오목교(목동운동장앞),Omokgyo (Mokdong Stadium),12977,13244,20251231,,,,,,,
20251228,5호선,Line 5,양평,Yangpyeong,3483,3400,20251231,,,,,,,
20251228,5호선,Line 5,영등포구청,Yeongdeungpo District Office,2227,2091,20251231,,,,,,,
20251228,5호선,Line 5,영등포시장,Yeongdeungpo Market,7765,7975,20251231,,,,,,,
20251228,5호선,Line 5,신길,Singil,2948,3146,20251231,,,,,,,
20251228,5호선,Line 5,여의도,Yeouido,10102,10269,20251231,,,,,,,
20251228,5호선,Line 5,여의나루,Yeouinaru,7331,9048,20251231,,,,,,,
20251228,5호선,Line 5,마포,Mapo,6667,6400,20251231,,,,,,,
20251228,5호선,Line 5,공덕,Gongdeok,5982,5998,20251231,,,,,,,
20251228,5호선,Line 5,애오개,Aeogae,3213,3339,20251231,,,,,,,
20251228,5호선,Line 5,충정로(경기대입구),Chungjeongno (Kyonggi Univ.),1886,1920,20251231,,,,,,,
20251228,5호선,Line 5,서대문,Seodaemun,6087,5946,20251231,,,,,,,
20251228,5호선,Line 5,광화문(세종문화회관),Gwanghwamun (Sejong Center),23702,24651,20251231,,,,,,,
20251228,5호선,Line 5,종로3가,Jongno 3(sam)-ga,12069,11879,20251231,,,,,,,
20251228,5호선,Line 5,을지로4가,Euljiro 4(sa)-ga,2795,2812,20251231,,,,,,,
20251228,5호선,Line 5,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),1312,1489,20251231,,,,,,,
20251228,5호선,Line 5,청구,Cheonggu,1768,1819,20251231,,,,,,,
20251228,5호선,Line 5,신금호,Singeumho,3219,3530,20251231,,,,,,,
20251228,5호선,Line 5,행당,Haengdang,4381,4015,20251231,,,,,,,
20251228,5호선,Line 5,왕십리(성동구청),Wangsimni (Seongdong-gu Office),2943,3608,20251231,,,,,,,
20251228,5호선,Line 5,마장,Majang,3649,3494,20251231,,,,,,,
20251228,5호선,Line 5,답십리,Dapsimni,8445,7759,20251231,,,,,,,
20251228,5호선,Line 5,장한평,Janghanpyeong,10272,10124,20251231,,,,,,,
20251228,5호선,Line 5,군자(능동),Gunja (Neungdong),7817,8855,20251231,,,,,,,
20251228,5호선,Line 5,아차산(어린이대공원후문),Achasan (Children’s Grand Park Rear Gate),10648,10173,20251231,,,,,,,
20251228,5호선,Line 5,광나루(장신대),Gwangnaru (Korea Baptist Theological Univ.),8060,8105,20251231,,,,,,,
20251228,5호선,Line 5,천호(풍납토성),Cheonho (Pungnap Fortress),15551,14270,20251231,,,,,,,
20251228,5호선,Line 5,강동,Gangdong,10016,10034,20251231,,,,,,,
20251228,5호선,Line 5,길동,Gildong,5429,5515,20251231,,,,,,,
20251228,5호선,Line 5,굽은다리(강동구민회관앞),Gubeundari (Gangdong Community Center),6490,6092,20251231,,,,,,,
20251228,5호선,Line 5,명일,Myeongil,5662,5573,20251231,,,,,,,
20251228,5호선,Line 5,고덕,Godeok,4963,4883,20251231,,,,,,,
20251228,5호선,Line 5,상일동,Sangil-dong,7094,7199,20251231,,,,,,,
20251228,5호선,Line 5,둔촌동,Dunchon-dong,8146,8054,20251231,,,,,,,
20251228,5호선,Line 5,올림픽공원(한국체대),Olympic Park (Korea National Sport Univ.),5182,4327,20251231,,,,,,,
20251228,5호선,Line 5,방이,Bangi,4799,4710,20251231,,,,,,,
20251228,5호선,Line 5,오금,Ogeum,1727,1708,20251231,,,,,,,
20251228,5호선,Line 5,개롱,Gaerong,3493,3729,20251231,,,,,,,
20251228,5호선,Line 5,거여,Geoyeo,5209,5157,20251231,,,,,,,
20251228,5호선,Line 5,마천,Macheon,4138,4124,20251231,,,,,,,
20251228,5호선,Line 5,강일,Gangil,3453,3149,20251231,,,,,,,
20251228,5호선,Line 5,미사,Misa,11197,11440,20251231,,,,,,,
20251228,5호선,Line 5,하남풍산,Hanam Pungsan,3316,3237,20251231,,,,,,,
20251228,5호선,Line 5,하남시청(덕풍·신장),Hanam City Hall (Deokpung–Sinjang),5515,5132,20251231,,,,,,,
20251228,5호선,Line 5,하남검단산,Hanam Geomdansan,5347,5294,20251231,,,,,,,
20251228,6호선,Line 6,응암,Eungam,10634,10450,20251231,,,,,,,
20251228,6호선,Line 6,역촌,Yeokchon,2394,2777,20251231,,,,,,,
20251228,6호선,Line 6,불광,Bulgwang,3428,2982,20251231,,,,,,,
20251228,6호선,Line 6,독바위,Dokbawi,1503,1728,20251231,,,,,,,
20251228,6호선,Line 6,연신내,Yeonsinnae,2,0,20251231,,,,,,,
20251228,6호선,Line 6,구산,Gusan,4692,3745,20251231,,,,,,,
20251228,6호선,Line 6,새절(신사),Saejeol (Sinsa),7106,6902,20251231,,,,,,,
20251228,6호선,Line 6,증산(명지대앞),Jeungsan (Myongji Univ.),5746,5775,20251231,,,,,,,
20251228,6호선,Line 6,디지털미디어시티,Digital Media City,6579,7037,20251231,,,,,,,
20251228,6호선,Line 6,월드컵경기장(성산),World Cup Stadium (Seongsan),3258,3102,20251231,,,,,,,
20251228,6호선,Line 6,마포구청,Mapo-gu Office,8322,7650,20251231,,,,,,,
20251228,6호선,Line 6,망원,Mangwon,13509,14128,20251231,,,,,,,
20251228,6호선,Line 6,합정,Hapjeong,11236,10276,20251231,,,,,,,
20251228,6호선,Line 6,상수,Sangsu,9179,9712,20251231,,,,,,,
20251228,6호선,Line 6,광흥창(서강),Gwangheungchang (Sogang Univ.),4900,4844,20251231,,,,,,,
20251228,6호선,Line 6,대흥(서강대앞),Daeheung (Sogang Univ. Front),4700,4782,20251231,,,,,,,
20251228,6호선,Line 6,공덕,Gongdeok,8742,8546,20251231,,,,,,,
20251228,6호선,Line 6,효창공원앞,Hyochang Park,3908,3575,20251231,,,,,,,
20251228,6호선,Line 6,삼각지(전쟁기념관),Samgakji (War Memorial of Korea),6211,5459,20251231,,,,,,,
20251228,6호선,Line 6,녹사평(용산구청),Noksapyeong (Yongsan District Office),4158,4383,20251231,,,,,,,
20251228,6호선,Line 6,이태원,Itaewon,12469,10792,20251231,,,,,,,
20251228,6호선,Line 6,한강진,Hangangjin,9346,10852,20251231,,,,,,,
20251228,6호선,Line 6,버티고개,Beotigogae,1217,1316,20251231,,,,,,,
20251228,6호선,Line 6,약수,Yaksu,2097,2093,20251231,,,,,,,
20251228,6호선,Line 6,청구,Cheonggu,2035,1908,20251231,,,,,,,
20251228,6호선,Line 6,신당,Sindang,5703,6074,20251231,,,,,,,
20251228,6호선,Line 6,동묘앞,Dongmyo,8122,7764,20251231,,,,,,,
20251228,6호선,Line 6,창신,Changsin,1841,1581,20251231,,,,,,,
20251228,6호선,Line 6,보문,Bomun,4962,4793,20251231,,,,,,,
20251228,6호선,Line 6,안암(고대병원앞),Anam (Korea Univ. Hospital),6748,6411,20251231,,,,,,,
20251228,6호선,Line 6,고려대(종암),Korea Univ. (Jongam),4699,5184,20251231,,,,,,,
20251228,6호선,Line 6,월곡(동덕여대),Wolgok (Dongduk Women’s Univ.),5809,5829,20251231,,,,,,,
20251228,6호선,Line 6,상월곡(한국과학기술연구원),Sangwolgok (KIST),3821,3466,20251231,,,,,,,
20251228,6호선,Line 6,돌곶이,Dolgoji,6736,6226,20251231,,,,,,,
20251228,6호선,Line 6,석계,Seokgye,7449,7541,20251231,,,,,,,
20251228,6호선,Line 6,태릉입구,Taereung Entrance,3705,3948,20251231,,,,,,,
20251228,6호선,Line 6,화랑대(서울여대입구),Hwarangdae (Seoul Women’s Univ.),5739,5228,20251231,,,,,,,
20251228,6호선,Line 6,봉화산(서울의료원),Bonghwasan (Seoul Medical Center),4333,4354,20251231,,,,,,,
20251228,6호선,Line 6,신내,Sinnae,4,0,20251231,,,,,,,
20251228,7호선,Line 7,장암,Jangam,1676,1064,20251231,,,,,,,
20251228,7호선,Line 7,도봉산,Dobongsan,5029,6856,20251231,,,,,,,
20251228,7호선,Line 7,수락산,Suraksan,8660,8589,20251231,,,,,,,
20251228,7호선,Line 7,마들,Madeul,6975,6493,20251231,,,,,,,
20251228,7호선,Line 7,노원,Nowon,12716,12757,20251231,,,,,,,
20251228,7호선,Line 7,중계,Junggye,8490,7994,20251231,,,,,,,
20251228,7호선,Line 7,하계,Hagye,10440,10040,20251231,,,,,,,
20251228,9호선2~3단계,#N/A,송파나루,Songpa Naru,4379,4483,20251231,,,,,,,
20251229,1호선,Line 1,서울역,Seoul Station,80638,75543,20260101,,,,,,,
20251229,1호선,Line 1,시청,City Hall,31017,31620,20260101,,,,,,,
20251229,1호선,Line 1,종각,Jonggak,47600,45750,20260101,,,,,,,
20251229,1호선,Line 1,종로3가,Jongno 3(sam)-ga,30972,27249,20260101,,,,,,,
20251229,1호선,Line 1,종로5가,Jongno 5(o)-ga,27745,27246,20260101,,,,,,,
20251229,1호선,Line 1,동대문,Dongdaemun,13489,13019,20260101,,,,,,,
20251229,1호선,Line 1,신설동,Sinseol-dong,15619,14968,20260101,,,,,,,
20251229,1호선,Line 1,제기동,Jegi-dong,18096,18771,20260101,,,,,,,
20251229,1호선,Line 1,청량리(서울시립대입구),Cheongnyangni (University of Seoul),25576,25274,20260101,,,,,,,
20251229,1호선,Line 1,동묘앞,Dongmyo,9054,9224,20260101,,,,,,,
20251229,2호선,Line 2,시청,City Hall,31417,29442,20260101,,,,,,,
20251229,2호선,Line 2,을지로입구,Euljiro 1(il)-ga,59545,60580,20260101,,,,,,,
20251229,2호선,Line 2,을지로3가,Euljiro 3(sam)-ga,29013,29188,20260101,,,,,,,
20251229,2호선,Line 2,을지로4가,Euljiro 4(sa)-ga,17628,17285,20260101,,,,,,,
20251229,2호선,Line 2,동대문역사문화공원(DDP),Dongdaemun History & Culture Park (DDP),18476,21626,20260101,,,,,,,
20251229,2호선,Line 2,신당,Sindang,16159,16761,20260101,,,,,,,
20251229,2호선,Line 2,상왕십리,Sangwangsimni,15487,15397,20260101,,,,,,,
20251229,2호선,Line 2,왕십리(성동구청),Wangsimni (Seongdong-gu Office),17566,15992,20260101,,,,,,,
20251229,2호선,Line 2,한양대,Hanyang University,11326,12151,20260101,,,,,,,
20251229,2호선,Line 2,뚝섬,Ttukseom,28183,29712,20260101,,,,,,,
20251229,2호선,Line 2,성수,Seongsu,63183,67329,20260101,,,,,,,
20251229,2호선,Line 2,건대입구,Konkuk Univ,40126,41705,20260101,,,,,,,
20251229,2호선,Line 2,구의(광진구청),Guui (Gwangjin-gu Office),30812,30333,20260101,,,,,,,
20251229,2호선,Line 2,강변(동서울터미널),Gangbyeon (East Seoul Bus Terminal),29511,26610,20260101,,,,,,,
20251229,2호선,Line 2,잠실나루,Jamsilnaru,16492,15896,20260101,,,,,,,
20251229,2호선,Line 2,잠실(송파구청),Jamsil (Songpa-gu Office),91445,88581,20260101,,,,,,,
20251229,2호선,Line 2,잠실새내,Jamsilsaenae,25825,25220,20260101,,,,,,,
20251229,2호선,Line 2,종합운동장,Sports Complex,8384,9399,20260101,,,,,,,
20251229,2호선,Line 2,삼성(무역센터),Samseong (World Trade Center),60408,60309,20260101,,,,,,,
20251229,2호선,Line 2,선릉,Seolleung,65801,58073,20260101,,,,,,,
20251229,2호선,Line 2,역삼,Yeoksam,53311,60089,20260101,,,,,,,
20251229,2호선,Line 2,강남,Gangnam,92383,90666,20260101,,,,,,,
20251229,2호선,Line 2,교대(법원.검찰청),Seoul Nat'l Univ. of Education,34881,41475,20260101,,,,,,,
20251229,2호선,Line 2,서초,Seocho,22702,22489,20260101,,,,,,,
20251229,2호선,Line 2,방배,Bangbae,16749,17174,20260101,,,,,,,
20251229,2호선,Line 2,사당,Sadang,45335,49577,20260101,,,,,,,
20251229,2호선,Line 2,낙성대(강감찬),Nakseongdae (Gang Gam-chan),29074,28647,20260101,,,,,,,
20251229,2호선,Line 2,서울대입구(관악구청),Seoul Nat'l Univ. (Gwanak-gu Office),49644,48293,20260101,,,,,,,
20251229,2호선,Line 2,봉천,Bongcheon,26354,24959,20260101,,,,,,,
20251229,2호선,Line 2,신림,Sillim,58366,57287,20260101,,,,,,,
20251229,2호선,Line 2,신대방,Sindaebang,25992,25049,20260101,,,,,,,
20251229,2호선,Line 2,구로디지털단지,Guro Digital Complex,63151,62379,20260101,,,,,,,
20251229,2호선,Line 2,대림(구로구청),Daerim (Guro-gu Office),26305,26708,20260101,,,,,,,
20251229,2호선,Line 2,신도림,Sindorim,50572,48215,20260101,,,,,,,
20251229,2호선,Line 2,문래,Mullae,26291,26722,20260101,,,,,,,
20251229,2호선,Line 2,영등포구청,Yeongdeungpo District Office,25782,26526,20260101,,,,,,,
20251229,2호선,Line 2,당산,Dangsan,19618,22655,20260101,,,,,,,
20251229,2호선,Line 2,합정,Hapjeong,33876,36290,20260101,,,,,,,
